id,corporation,infodate,texte
715953,2734,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 4 % d'intérêt aux actions, prélèvement facultatif pour fonds de réserve spéciale de prévoyance ou d'amortissement. Sur l'excédent 5 % au Conseil d'administration. Le solde à la disposition de l'assemblée."
715977,3643,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil d'administration. Le solde aux actions, sauf toutes affectations aux institutions de prévoyance."
715996,3650,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale ; premier dividende de 6 % aux actions ; 10 % du surplus au Conseil ; le solde aux actions.
716023,11442,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil, le solde à la disposition de l'assemblée."
716043,3639,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale. Le solde à la disposition des actionnaires.
716065,11441,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil, Le solde est partagé en deux fractions proportionnelles aux bénéfices réalisés, d'une part par les Sociétés d'habitations à bon marché, d'autre part par les autres opérations. La fraction relative aux opérations avec les Société d'habitations à bon marché sera entièrement attribuée à une réserve spéciale jusqu'à ce que le montant de cette réserve atteigne le tiers des prêts en cours consentis à ces Sociétés. La deuxième fraction à la disposition de l'Assemblée."
716088,11439,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt cumulatif aux actions, prélèvement pour fonds de réserve extraordinaire ; sur le surplus : 10 % au Conseil, prélèvement pour fonds de prévoyance, s'il y a lieu, ou report à nouveau. Sur le solde : 70 % aux actions, 30 % aux parts."
716109,11440,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions ; sur le solde : 5 % au Conseil d'administration, 75 % aux actionnaires, 20 % aux parts."
716127,5450,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale : 6 % d'intérêt au capital. Le solde : 10 % au Conseil ; 90 % aux actions.
716149,11443,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 8 % d'intérêt aux actions ; sur le solde : 15 % au Conseil, 25 % aux parts, 60 % aux actions."
716169,3648,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; premier dividende de 7 % aux actions. Sur le solde, 5 % au Conseil ; 75 % aux actions et 20 % aux parts. Depuis le 1er janvier 1941 et jusqu'au remboursement du montant de 5 millions dont le capital a été réduit en 1939, les Répartitions revenant aux actionnaires sont versées à titre de remboursement de cette amputation."
716193,3879,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le surplus, 6 % au Conseil ; sur l'excédent 15 % aux parts, prélèvements facultatifs pour réserves ou amortissements. Le solde aux actions."
716211,3683,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil ; sur le solde : 75 % aux actions, 25 % aux parts."
716234,2733,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 10 % au Conseil d'administration, 90 % aux actions."
716254,3630,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions, sur l'excédent, 10 % au Conseil d'administration. 90 % aux actions."
716277,3656,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions privilégiées, 6 % d'intérêt aux actions ordinaires. Sur le surplus : 10 % au Conseil, puis 25 % aux act. priv., 50 % aux act., ord. et 25 % aux parts."
716295,2297,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le solde : 3 % au directeur général, s'il n'est pas membre du Conseil ; 2 % pour constituer un fonds de retraite et distribuer des gratifications au personnel autre que le directeur. Sur le reliquat, 10 % au Conseil et 90 % aux actions, sauf tous prélèvements pour le report à nouveau ou un fonds de prévoyance ne pouvant dépasser 2.500.000 francs ; ce fonds pourra servir à parfaire, en cas de besoin, l'intérêt statutaire de 5 % des actions."
716311,2294,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; le solde aux actions, étant stipulé que les actions P n'auront droit dans la Répartition des bénéfices qu'au quart des sommes attribuées aux actions O."
716334,2074,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus, somme à fixer pour fonds de prévoyance. Sur le reliquat : 10 % au Conseil, 90 % aux actions."
716349,10907,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; sommes à fixer pour les réserves, 6 % d'intérêt aux actions. Le solde aux actions ou au report à nouveau."
716364,5459,31/12/1945,"Répartition des bénéfices : 5 % à la réserve, 6 % aux actions. Sur le surplus, 10 % au Conseil, somme à fixer pour institutions de prévoyance. Le solde à un fonds spécial d'amortissement du capital, qui sera réparti entre toutes les actions. Après amortissement total du capital, les actions de jouissance auront droit au solde des bénéfices, sauf affectations de prévoyance."
716397,2735,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale. Sur l'excédent : 3 % aux parts du fonds de prévoyance ; 3 % au Conseil ; 2 % à la direction : 92 % aux actions.
716421,10908,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt aux actions. Sur le solde : 10 % au Conseil d'administration. Le surplus, 25 % aux parts, et 76 % aux actions, sauf affectation aux institutions de prévoyance."
716443,3573,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 15 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil: le solde aux actions, sauf affectation aux réserves."
716465,5460,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % maximum d'intérêt aux actions. Le surplus forme une réserve spéciale destinée au développement de l'œuvre, à parer aux éventualités et en cas d'insuffisance des profits nets à permettre la majoration de dividende jusqu'au maximum prévu."
716480,3641,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; pour le capital non remboursé une Répartition de dividende dont le taux ne peut excéder le maximum fixé par les lois en vigueur. Le surplus forme une réserve spéciale, destinée au développement de l'œuvre, à parer aux éventualités et à compléter le dividende."
716502,3642,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale ; 6 % au maximum pour dividende aux actions. Le solde à une réserve spéciale.
716523,2292,31/12/1945,"Répartition des bénéfices : Aux termes du concordat de 1895, la Répartition des bénéfices jusqu'après l'amortissement des obligations doit s'effectuer comme suit : 35 % pour l'amortissement des obligations et 65 % pour les bons. Après l'amortissement total des obligations, les bénéfices seront répartis comme suit : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus : 15 % au Conseil. Le solde aux actions."
716547,11444,31/12/1945,"Répartition des bénéfices : 5 % à la réserve, légale ; 5 % d'intérêt non cumulatif au capital, 20 à 30 % du solde à titre d'amortissement du capital social. Le reliquat est réparti : 10 % au Conseil d'administration, 55 % aux actions sans distinction, 35 % aux parts de fondateur."
716568,10810,31/12/1945,"Répartition des bénéfices : 5 % à la rés. lég., 7 % d'int. aux act. ; affectation de prévoyance ; 10% au Conseil, 30 % aux parts, 60 % aux act."
716596,5328,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions, 5 francs à titre de premier dividende aux parts. Sur le solde : 10 % au Conseil, 45 % aux actions, 45 % aux parts."
716619,3658,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions A et B. Sur le surplus, 10 % au Conseil, prélèvements facultatifs pour réserves et amortiss. Sur le solde, 65 % aux actions, 35 % aux parts."
716631,3644,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; sur le surplus ; 95 % aux actions, 5 % au Conseil d'administration."
716652,3566,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; sauf toute dotation aux amortissements et réserves, prélèvement pour Répartition aux bons, jusqu'à concurrence d'un total de 200 francs par bon ; 10 % au Conseil ; le solde à la disposition de l'Assemblée."
716674,10914,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus. 10 % au Conseil, prélèvements facultatifs pour réserves ou amortissements. Sur le solde, 50 % aux actions, 50 % aux parts."
716696,3632,31/12/1945,"Répartition des bénéfices: 5 % à la réserve légale ; 8 % d'intérêt aux actions. Sur le solde : 10 % au Conseil, 90 % aux actions, sauf prélèvement de prévoyance."
716710,3633,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale ; 4 % maximum d'intérêt aux actions non amorties. Le solde formera une réserve spéciale.
716731,4841,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; premier dividende de 5 % aux actions; dotations éventuelles de tous fonds de prévoyance; 10 % du surplus au Conseil ; l'excédent aux actions, sauf tous prélèvements en faveur de réserves leur appartenant exclusivement."
716751,3949,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil, 90 % aux actions."
716771,10884,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 8 % d'intérêt aux actions, prélèvements facultatifs pour institutions de prévoyance ; sur le solde : 8 % au Conseil d'administration, 2 % à l'administrateur-délégué, 90% aux actions."
716792,5201,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions, somme à fixer pour réserves ; sur le surplus, 75 % aux actions, 15 % au Conseil d'administration, 2 1/2 % pour œuvres de bienfaisance et 7 1/2 % pour le personnel."
716819,3646,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale; sur le solde : 7 % au Conseil d'administration, 18 % aux parts et 75 % aux actions."
716846,2699,31/12/1945,5 % à la réserve légale ; 4 % d'intérêt aux actions de capital ; sur le surplus 10 % au Conseil ; le solde sauf tous prélèvements de prévoyance est réparti également entre toutes les actions.
716878,3712,31/12/1945,"5 % à la réserve légale ; 8 % d'intérêt aux actions ; sur l'excédent, 1 % au Conseil d'intérêt ; prélèvements facultatifs pour amortissements ou réserves ; solde réparti à raison de 50 % aux actions, 50 % aux parts de fondateur."
716898,5387,31/12/1945,"5 % à la réserve légale ; somme à fixer pour fonds de prévoyance, 5 % d'intérêt aux actions. Le solde, sauf affectation pour reports, 97 % aux actions, 3 % au Conseil d'administration. L'allocation du Conseil ne doit pas se calcu1er sur les dividendes encaissés par la Société en provenance de sa participation dans d'autres Sociétés."
716918,3686,31/12/1945,"5 % à la réserve légale ; somme à fixer pour les réserves, 6 % d'intérêt aux actions, sur le solde 1 % par administrateur, prélèvements facultatifs pour amortissement. Le reliquat aux actions."
716938,3703,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt aux actions, sur le surplus, 10 % au Conseil d'administration. Le solde à la disposition de l'Assemblée, soit pour être affecté aux amortissements ou réserves, soit pour être réparti aux actions."
716961,11507,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % au moins à un fonds de prévoyance, prélèvement obligatoire tant que ce fonds n'a pas atteint 25 % de la dette obligataire ; 50 % d'intérêt aux actions ; sur le surplus, 10 % au Conseil et facultativement 15 % à la disposition du Conseil en faveur de la direction et du personnel ; le solde à la disposition de l'Assemblée."
716981,2426,31/12/1945,"5 % à la réserve légale ; 4 % aux actions, sur le surplus, 5 % au Conseil, et sauf prélèvements pour réserves, le solde aux actions."
717008,3688,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt non cumulatif aux actions sur leur montant libéré et non amorti. Le solde à la disposition de l'assemblée, soit pour répartition de dividende, soit pour affectation aux réserves ou aux amortissements."
717027,3708,31/12/1945,5 % à la réserve légale: 5 % d'intérêt aux actions ; sur le surplus : 20 % au Conseil ; le solde à la disposition de l'Assemblée.
717049,3704,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt aux actions. Sur le surplus 10 % au Conseil. Le solde aux actions, sauf prélèvements pour réserves ou amortissements supplémentaires."
717074,11436,31/12/1945,"5 % à la réserve légale ; 5 % d'intérêt aux actions. Le solde 10 % au Conseil, 90 % aux actions, sauf prélèvements facultatifs pour réserves."
717096,2383,31/12/1945,"5 % à la réserve légale ; le solde aux actionnaires, sauf, toutes affectations aux réserves et prévoyance."
717118,2694,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt non cumulatif aux actions B, 5 % d'intérêt non cumulatif aux actions A, prélèvement non cumulatif de 810.000 francs pour être répartit à toutes les actions, 12 % au Conseil d'administration. Sur le solde : 18,392 % aux parts bénéficiaires 1re série, 12.595 % aux parts bénéficiaires 2e série, le surplus, soit 69,013 % aux actions des deux catégories."
717143,5054,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le solde, 10 % au Conseil et, sauf prélèvements cour réserves supplémentaires et amortissements, 90 % aux actions."
717169,4381,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil. Le solde aux actions, sauf prélèvements pour réserves supplémentaires et amortissements."
717195,10964,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêts aux actions ; sur le surplus : 10 % au Conseil, le solde, sauf affectation aux réserves, aux actions."
717220,4375,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le surplus 10 % au Conseil d'administration, affectation aux institutions de prévoyance ; sur le solde, 75 % aux actions sans distinction et 25 % aux parts."
717240,4376,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus 10 % au Conseil d'administration, le solde aux actions sauf affectations de prévoyance."
717261,4739,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale ; 7 % d'intérêt aux actions B ; 7 % d'intérêt aux actions A ; sur le surplus 10 % au Conseil d'administration ; prélèvement facultatif pour réserves et amortissements ; le solde est réparti à raison de 25 % aux parts et 75 % aux actions.
717289,4389,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le solde : 10 % au Conseil et 90 % aux actions, sur la part desquelles peuvent être effectuées des dotations de prévoyance."
717315,3981,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions ; sur le surplus 10 % au Conseil d'administration ; prélèvement en faveur des fonds de prévoyance et de réserves, le solde aux actions."
717341,2714,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le solde : 10 % au conseil d'administration, 90 % aux actions."
717363,10931,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt non cumulatif aux actions ; sur le surplus : 10 % au Conseil d'administration ; prélèvements facultatifs en faveur de fonds d'amortissements ou de réserves ; le solde est réparti aux actions."
717385,4363,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; sur le surplus, diminué d'une somme égale au vingtième du capital, 5 % au Conseil ; un tiers au moins du solde à un fonds destiné au remboursement progressif du montant dont le capital a été amputé en 1935 ; le reliquat aux actions sauf tous prélèvements de prévoyance éventuels. Ces dispositions, applicables depuis l'exercice 1939, feront place, quand sera terminé le remboursement du montant dont le capital a été réduit, au régime antérieur, soit après dotation de la réserve légale ; intérêt de 5 % aux actions, 5 % du surplus au Conseil ; prélèvements de prévoyance facultatifs ; le solde aux actions."
717412,10477,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil, 90 % aux actions."
717426,4137,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus, 5 % au Conseil d'administration, le solde aux actions."
717447,11407,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil, prélèvement pour report à nouveau ou affectation à des réserves spéciales. Le solde : 2/3 aux actions, 1/3 aux parts."
717486,4736,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6,50 % d'intérêt aux actions B ; net de tous impôts, sauf de ceux obligatoirement à la charge des porteurs ; annuité d'amortissement de ces actions au taux de 6 % ; 6 % d'intérêt aux actions A, net d'impôts comme ci-dessus et annuité d'amortissement desdites actions, au taux de 6 %. Le surplus aux actions, sans distinction de catégorie."
717513,4742,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil d'administration. Sur le reliquat, toutes sommes à fixer pour fonds de réserve. Le solde aux actions."
717535,4737,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions ; prélèvements en faveur des fonds d'amortissements ; sur le surplus : 10 % au Conseil d'administration, le solde aux actions, sauf prélèvement de 20 % dudit solde en faveur d'un fonds de réserve supplémentaire."
717551,4745,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 5 % d'intérêt aux actions, tous prélèvements pour création d'un fonds de réserve spéciale ; sur le solde : 20 % au Conseil, 80 % aux actions."
717575,5254,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions O et P ; sur le surplus : 10 % au Conseil d'administration, le solde, sauf prélèvements de prévoyance et report à nouveau réparti aux actions, les actions P n'ayant droit qu'au 1/5 du superdividende."
717599,5185,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; somme nécessaire pour rembourser les actions de capital ; somme nécessaire pour servir aux actions de capital non amorties un dividende de 30 fr. maximum. Sur le surplus 10 % au Conseil d'administration, somme nécessaire pour attribuer à toutes les actions amorties ou non, un dividende de 10 fr. maximum ; prélèvements facultatifs pour réserves, amortissements supplémentaires ou report à nouveau ; le solde aux actions sans distinction."
717627,4735,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; dotation au fonds de prévoyance, 6 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil, 25 % aux parts, 65 % aux actions, de sorte que chaque action A reçoive la moitié de la part attribuée à chaque action B."
717657,4734,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le solde 10 % au Conseil ; le reliquat aux actions, sauf tous prélèvements de prévoyance éventuels."
717682,5478,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions sur leur capital non amorti. Sur le solde : 10 % au Conseil d'administration, et, sauf affectation, aux institutions de prévoyance ou au report à nouveau, le surplus aux actions."
717707,10951,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil d'administration. Le solde aux actions, sauf toutes dotations de prévoyance éventuelles."
717726,3091,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur l'excédent : 2,50 % au Conseil d'administration, le solde aux actions, sauf affectation à des fonds de réserve."
717753,4124,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil d'administration. Le solde à la disposition de l'Assemblée."
717780,4613,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions ; sur le surplus, 10 % au Conseil ; prélèvements facultatifs pour réserves ou amortissements ; solde aux actions."
717802,4386,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; 6 % d'intérêt aux actions plus 6 % de toutes sommes provenant de prime d'émission. Sur le solde 10 % au Conseil d'administration, somme à fixer pour réserves, le reliquat aux actions."
717823,4388,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil et 90 % aux actions après affectation aux réserves et amortissements."
717850,4365,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions, fonds de prévoyance. Sur le solde : 90 % aux act., 10 % au Conseil."
717874,10630,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus, 15 % au Conseil, 15 % à la Direction, prélèvement facultatif pour réserve extraordinaire. Le solde aux actions."
717902,4392,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions ; sur le surplus : 10 % au Conseil d'administration, 10 % à la disposition du Conseil pour rémunérations ; sommes à fixer pour amortissements ou réserves. Le solde aux actions."
717921,4399,31/12/1945,Répartition des bénéfices : 5 % à la réserve légale ; premier dividende de 7 % aux actions ; 15 % du surplus au Conseil ; prélèvements éventuels en faveur de la direction ou de tout ou partie du personnel ou pour les fonds de prévoyance ; le solde aux actions.
717949,10586,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 8 % d'intérêt aux actions A, puis 8 % aux actions B ; 15 % au Conseil d'administration, prélèvement facultatif pour réserves ; le solde aux actions sans distinction."
717971,3984,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil d'administration, le solde aux actions, sauf prélèvements pour fonds de prévoyance."
717992,4383,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale ; prélèvements de prévoyance éventuels ; premier dividende non cumulatif de 5 % aux actions B ; sur le surplus, 10 % au Conseil ; le solde aux actions A et B sans distinction."
718016,4387,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus, 10 % au Conseil d'administration, somme à fixer pour amortissements. Sur le solde : 60 % aux actions, 40 % aux part, sauf prélèvements pour réserves."
718037,2708,31/12/1945,"Répartition des bénéfices : 5 % à la réserve légale, 5 % d'intérêt aux actions. Sur le solde : 15 % au Conseil d'administration, 85 % aux actions, sauf affectation de prévoyance."
718065,3714,31/12/1945,"5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le surplus, 10 % aux administrateurs, prélèvements à fixer pour réserves, le solde aux actions."
718080,4395,31/12/1945,"5 % à la réserve légale, 5 % d'intérêt aux actions. L'excédent, sauf prélèvement pour réserves, est réparti aux actions."
718100,4397,31/12/1945,"5 % à la réserve légale, 8 % d'intérêt non cumulatif aux actions ; sur le surplus : 15 % au Conseil d'administration, prélèvements facultatifs en faveur des fonds de prévoyance ; le solde entre toutes les actions."
718119,4411,31/12/1945,"5 % à la réserve légale ; dividende de 8 % non cumulatif aux actions, 10 % au Conseil d'administration, le solde, sauf prélèvements en faveur des fonds de prévoyance et de réserves est réparti aux actions."
718141,4120,31/12/1945,"5 % à la réserve légale ; premier dividende de 6 % aux actions ; sur le surplus : 10 % au Conseil, prélèvements facultatifs pour réserves ou amortissements ; le solde aux actions."
718174,4368,31/12/1945,"5 % à la réserve légale ; 4 % d'intérêt aux actions, somme à fixer pour fonds de prévoyance. Sur le surplus, 0 fr. 50 % à chaque administrateur ; le président du Conseil ayant double part ; sur le solde : 70 % aux actions, 30 % aux parts"
718206,4369,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt non cumulatif aux actions ; sur le surplus : 5 % au Conseil d'administration, prélèvements en faveur des fonds d'amortissements ou réserves ; sur le solde : 50 % aux actions, 50 % aux parts."
718231,10962,31/12/1945,"5 % à la réserve légale ; 7 % d'intérêt non cumulatif aux actions ; sur le surplus, 15 % au Conseil ; sur le solde : prélèvements facultatifs pour réserves ou amortissements ; 25 % aux parts, 75 % à toutes les actions."
718254,11408,31/12/1945,"5 % à la réserve légale, 6 % aux actions ; sur le surplus : 10 % au Conseil. Sur le solde : 80 % aux actionnaires, 20 % aux parts ; toutefois sur ce solde, et à concurrence de la moitié au maximum, des prélèvements peuvent être effectués, pour être reportés à nouveau ou en faveur d'amortissements supplémentaires ou d'une réserve extraordinaire. Celle-ci peut être employée soit à compléter une première répartition de 6 % aux actions, soit au rachat, à l'annulation ou à l'amortissement des actions. Selon décision d'une assemblée extraordinaire du 27 octobre 1944, toutes les sommes répartie aux actions leur seront versées à titre de remboursement du montant de 2.848.800 fr., dont le capital a été amputé en 1938 par l'échange de 2 actions contre une, jusqu'à complet remboursement de cette somme."
718274,4391,31/12/1945,"5 % à la réserve légale ; sommes fixées par le Conseil pour constitution de réserve extraordinaires ; 6 % d'intérêt aux actions. Sur l'excédent : 10 % au Conseil d'administration ; le solde : 70 % aux actions, 30 % aux parts."
718294,10327,31/12/1945,"5 % à la réserve légale, 5 % d'intérêt cumulatif aux actions de priorité, 5 % aux actions ordinaires. Sur le solde : 10 % au Conseil d'administration, 90 % aux actions indistinctement, sauf tous prélèvements de prévoyance pouvant être décidés par l'assemblée. (Le capital étant amorti, l'intérêt de 5 % n'a plus à jouer."
718311,10572,31/12/1945,"5 % à la réserve légale, 6 % d'intérêt aux actions. Sur le solde : 10 % au Conseil d'administration ; le surplus aux actions."
718335,5342,31/12/1945,"5 % à la réserve légale, 6 % d'intérêt non cumulatif aux actions. Sur le solde : 10 % au Conseil d'administration, et, sauf prélèvements en faveur des fonds de prévoyance, 90 % aux actions."
718361,3367,31/12/1945,"5 % à la réserve légale, 6 % d'intérêt aux actions, 8 % au Conseil, 92 % à la rés. extraord. et aux actions."
718386,5140,31/12/1945,"5 % à la réserve légale, 5 1/2 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil, 15 % aux parts, prélèvement facultatif pour réserves, le solde aux actions."
718413,10930,31/12/1945,"5 % à la réserve légale ; prélèvements pour constitution d'un fonds de réserve extraordinaire ; intérêt de 6 % aux actions ; sur le surplus : 20 % au Conseil d'administration, 25 % aux parts, et, sauf création de réserves, le solde aux actions."
718431,10950,31/12/1945,"5 % à la réserve légale, 7 % d'intérêt aux actions. Sur le surplus : 10 % au Conseil. Le solde aux actions, sauf prélèvements pour fonds de réserve ou d'amortissement."
718458,10546,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt net aux factions. Sur le surplus : 15 % au Conseil, 10 % pour le personnel. Le solde aux actions."
718479,4378,31/12/1945,"5 % à la réserve légale ; 5 % d'intérêt aux actions ; sur le surplus, prélèvement en faveur des fonds de prévoyance ; sur le solde 15 % au Conseil d'administration et 85 % aux actions."
718503,11406,31/12/1945,"5 % à la réserve légale ; somme nécessaire pour constitution d'une réserve extraordinaire, 6 % d'intérêt aux actions. Sur le solde : 2 % au Conseil d'administration. Le reliquat revient : 75 % aux actions, 25 % aux parts."
718521,4408,31/12/1945,5 % à la réserve légale ; premier dividende de 5 % aux actions : prélèvements éventuels pour une réserve extraordinaire ; le solde aux actions.
718537,4406,31/12/1945,5 % à la réserve légale ; premier dividende de 7 % aux actions ; 15 % du surplus au Conseil ; sur le solde 30 % aux parts et le reliquat à la disposition de l'Assemblée pour distribution aux actions et toutes dotations de prévoyance appartenant exclusivement aux actionnaires.
718558,2713,31/12/1945,"5 % à la réserve légale. Sur le surplus, diminué d'une somme égale au vingtième du capital, 5 % au Conseil d'administration, 50 % au moins du solde à un fonds destiné au remboursement progressif du montant dont le capita1 a été réduit en 1935 des répartitions étant obligatoires quand la somme disponible permet de distribuer 10 % des actions ; l'excédent à la disposition de l'assemblée, sous réserve d'une prélèvement éventuel pour le fonds de prévoyance. Quand le fonds de remboursement de la réduction du capital aura reçu au total 220 millions, ce mode de répartition, qui est entré en application avec l'exercice 1939, fera place aux dispositions antérieures, soit après dotation de la réserve légale ; intérêt de 5 % aux actions, 5 % du surplus au Conseil d'administration; le solde, sauf prélèvement pour le fonds de prévoyance, à la disposition de l'assemblée."
718587,4407,31/12/1945,"5 % à la réserve légale ; premier dividende de 6 % aux actions ; rémunération du Conseil à décider par l'Assemblée ; dotation de tous fonds de prévoyance ; sur le solde, 32 % aux parts, 68 % aux actions."
718611,3492,31/12/1945,"5 % à la réserve légale ; 6 % d'intérêt aux actions O et P ; sur le surplus : 10 % au Conseil d'administration. Le solde, sauf prélèvement pour fonds de prévoyance, aux actions, les actions P n'ayant droit qu'au 1/10 du superdividende revenant aux actions O."
